"Image type","Feature Class","Feature Name","103: RTSTRUCT: TN_mammella_segm_2_segment_t_mammella","103: RTSTRUCT: TN_mammella_segm_2_segment_n_ascella"
"diagnostics","Versions","PyRadiomics","v3.1.0","v3.1.0"
"diagnostics","Versions","Numpy","1.23.4","1.23.4"
"diagnostics","Versions","SimpleITK","2.2.0rc2.dev368","2.2.0rc2.dev368"
"diagnostics","Versions","PyWavelet","1.4.1","1.4.1"
"diagnostics","Versions","Python","3.9.10","3.9.10"
"diagnostics","Configuration","Settings","{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 25.0, 'symmetricalGLCM': True, 'correctMask': True}","{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 25.0, 'symmetricalGLCM': True, 'correctMask': True}"
"diagnostics","Configuration","EnabledImageTypes","{'Original': {}, 'Wavelet': {}}","{'Original': {}, 'Wavelet': {}}"
"diagnostics","Image-original","Hash","3cf138d26c4dc873678d7c77c7801a4fd257231d","3cf138d26c4dc873678d7c77c7801a4fd257231d"
"diagnostics","Image-original","Dimensionality","3D","3D"
"diagnostics","Image-original","Spacing","(0.976562, 0.976562, 3.27)","(0.976562, 0.976562, 3.27)"
"diagnostics","Image-original","Size","(512, 512, 263)","(512, 512, 263)"
"diagnostics","Image-original","Mean","-1222.0035482486392","-1222.0035482486392"
"diagnostics","Image-original","Minimum","-3024.0","-3024.0"
"diagnostics","Image-original","Maximum","3071.0","3071.0"
"diagnostics","Mask-original","Hash","84bd22b48330439be747787a3870179f079b26ce","671df63f575ac2e4bef25ab24e78711dde8f9435"
"diagnostics","Mask-original","Spacing","(0.976562, 0.976562, 3.27)","(0.976562, 0.976562, 3.27)"
"diagnostics","Mask-original","Size","(512, 512, 263)","(512, 512, 263)"
"diagnostics","Mask-original","BoundingBox","(374, 206, 171, 19, 19, 7)","(374, 248, 184, 10, 13, 6)"
"diagnostics","Mask-original","VoxelNum","427","226"
"diagnostics","Mask-original","VolumeNum","1","1"
"diagnostics","Mask-original","CenterOfMassIndex","(384.79391100702577, 214.08899297423886, 174.5105386416862)","(379.12389380530976, 253.1504424778761, 187.5132743362832)"
"diagnostics","Mask-original","CenterOfMass","(125.77511132084308, -40.92882484309135, -263.09053864168607)","(120.2379879823009, -2.7828975929203352, -220.57159292035396)"
"original","shape","Elongation","0.41845951737233333","0.5404126656357275"
"original","shape","Flatness","0.32124229296724427","0.4622471335817013"
"original","shape","LeastAxisLength","9.355118106559578","7.965365559465727"
"original","shape","MajorAxisLength","29.121688866520074","17.23183332202938"
"original","shape","Maximum2DDiameterColumn","24.519372759664222","15.758614803572172"
"original","shape","Maximum2DDiameterRow","23.628041396492936","21.49864973730592"
"original","shape","Maximum2DDiameterSlice","17.927295265249242","11.388572088667832"
"original","shape","Maximum3DDiameter","28.2596889911243","23.184739256136567"
"original","shape","MeshVolume","1272.482761078824","666.3220258156051"
"original","shape","MinorAxisLength","12.186247868151243","9.312300979348453"
"original","shape","Sphericity","0.5803612543036462","0.688047726766032"
"original","shape","SurfaceArea","978.4838278604848","536.1936582606193"
"original","shape","SurfaceVolumeRatio","0.7689564509549159","0.8047064894850152"
"original","shape","VoxelVolume","1331.6045476907789","704.783671611513"
"original","firstorder","10Percentile","-34.8","-93.5"
"original","firstorder","90Percentile","40.0","44.0"
