"Image type","Feature Class","Feature Name","103: RTSTRUCT: TN_mammella_segm_3_segment_t_mammella","103: RTSTRUCT: TN_mammella_segm_3_segment_n_ascella"
"diagnostics","Versions","PyRadiomics","v3.1.0","v3.1.0"
"diagnostics","Versions","Numpy","1.23.4","1.23.4"
"diagnostics","Versions","SimpleITK","2.2.0rc2.dev368","2.2.0rc2.dev368"
"diagnostics","Versions","PyWavelet","1.4.1","1.4.1"
"diagnostics","Versions","Python","3.9.10","3.9.10"
"diagnostics","Configuration","Settings","{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 25.0, 'symmetricalGLCM': True, 'correctMask': True}","{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 25.0, 'symmetricalGLCM': True, 'correctMask': True}"
"diagnostics","Configuration","EnabledImageTypes","{'Original': {}, 'Wavelet': {}}","{'Original': {}, 'Wavelet': {}}"
"diagnostics","Image-original","Hash","3d93ef2f5b726cec89b37072af5b504e9325b37e","3d93ef2f5b726cec89b37072af5b504e9325b37e"
"diagnostics","Image-original","Dimensionality","3D","3D"
"diagnostics","Image-original","Spacing","(0.976562, 0.976562, 3.27)","(0.976562, 0.976562, 3.27)"
"diagnostics","Image-original","Size","(512, 512, 285)","(512, 512, 285)"
"diagnostics","Image-original","Mean","-1158.4980729220206","-1158.4980729220206"
"diagnostics","Image-original","Minimum","-3024.0","-3024.0"
"diagnostics","Image-original","Maximum","3071.0","3071.0"
"diagnostics","Mask-original","Hash","5c9e99e8cb7dc166a5add3f843f41b398def0300","ccd81a5b552054cfe7679407910efc7fb2c86dcf"
"diagnostics","Mask-original","Spacing","(0.976562, 0.976562, 3.27)","(0.976562, 0.976562, 3.27)"
"diagnostics","Mask-original","Size","(512, 512, 285)","(512, 512, 285)"
"diagnostics","Mask-original","BoundingBox","(341, 164, 202, 38, 41, 12)","(394, 262, 214, 10, 10, 3)"
"diagnostics","Mask-original","VoxelNum","4105","181"
"diagnostics","Mask-original","VolumeNum","1","1"
"diagnostics","Mask-original","CenterOfMassIndex","(354.5568818514007, 187.08891595615103, 207.89354445797807)","(399.6795580110497, 266.707182320442, 215.20441988950276)"
"diagnostics","Mask-original","CenterOfMass","(96.24677765456758, -67.29607405602923, -267.8681096224118)","(140.3118685303867, 10.456099381215438, -243.961546961326)"
"original","shape","Elongation","0.865421474722494","0.858884532455389"
"original","shape","Flatness","0.39537533164366945","0.7371597092071175"
"original","shape","LeastAxisLength","16.619940904716557","8.047729274376449"
"original","shape","MajorAxisLength","42.03585700610987","10.917212611948793"
"original","shape","Maximum2DDiameterColumn","50.98450453075362","11.42665043809357"
"original","shape","Maximum2DDiameterRow","45.275042172817464","13.171318860591144"
"original","shape","Maximum2DDiameterSlice","40.26468275964434","11.388572088667832"
"original","shape","Maximum3DDiameter","51.73651749754519","13.738355577174001"
"original","shape","MeshVolume","12677.14036752099","534.8247773512148"
"original","shape","MinorAxisLength","36.37873336145148","9.376625049929716"
"original","shape","Sphericity","0.5723491632413535","0.8025049911670558"
"original","shape","SurfaceArea","4593.784361639804","397.04895897145195"
"original","shape","SurfaceVolumeRatio","0.36236755517901686","0.7423907339108063"
"original","shape","VoxelVolume","12801.491026394959","564.4506396534683"
"original","firstorder","10Percentile","-91.0","-99.0"
