"Image type","Feature Class","Feature Name","103: RTSTRUCT: TN_mammella_segm_3_segment_t_mammella","103: RTSTRUCT: TN_mammella_segm_3_segment_n_ascella"
"diagnostics","Versions","PyRadiomics","v3.1.0","v3.1.0"
"diagnostics","Versions","Numpy","1.23.4","1.23.4"
"diagnostics","Versions","SimpleITK","2.2.0rc2.dev368","2.2.0rc2.dev368"
"diagnostics","Versions","PyWavelet","1.4.1","1.4.1"
"diagnostics","Versions","Python","3.9.10","3.9.10"
"diagnostics","Configuration","Settings","{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 25.0, 'symmetricalGLCM': True, 'correctMask': True}","{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 25.0, 'symmetricalGLCM': True, 'correctMask': True}"
"diagnostics","Configuration","EnabledImageTypes","{'Original': {}, 'Wavelet': {}}","{'Original': {}, 'Wavelet': {}}"
"diagnostics","Image-original","Hash","98c8db464a0f11f2963fac5b836c2a6b6a309a6f","98c8db464a0f11f2963fac5b836c2a6b6a309a6f"
"diagnostics","Image-original","Dimensionality","3D","3D"
"diagnostics","Image-original","Spacing","(0.976562, 0.976562, 3.27)","(0.976562, 0.976562, 3.27)"
"diagnostics","Image-original","Size","(512, 512, 271)","(512, 512, 271)"
"diagnostics","Image-original","Mean","-1216.9004342617584","-1216.9004342617584"
"diagnostics","Image-original","Minimum","-3024.0","-3024.0"
"diagnostics","Image-original","Maximum","3071.0","3071.0"
"diagnostics","Mask-original","Hash","30a137772f86a2cc52e6ae46173a2a2aceee2ae1","4b16616b93db3ba2d74fc33491371c7e821b77b2"
"diagnostics","Mask-original","Spacing","(0.976562, 0.976562, 3.27)","(0.976562, 0.976562, 3.27)"
"diagnostics","Mask-original","Size","(512, 512, 271)","(512, 512, 271)"
"diagnostics","Mask-original","BoundingBox","(139, 212, 178, 16, 24, 8)","(147, 259, 190, 11, 11, 3)"
"diagnostics","Mask-original","VoxelNum","1022","218"
"diagnostics","Mask-original","VolumeNum","1","1"
"diagnostics","Mask-original","CenterOfMassIndex","(147.04011741682976, 224.54696673189824, 181.08904109589042)","(151.79357798165137, 263.4908256880734, 190.74770642201835)"
"diagnostics","Mask-original","CenterOfMass","(-106.40620885518592, -30.715965074363993, -271.98883561643856)","(-101.76415989908259, 7.315127715596361, -240.4050000000003)"
"original","shape","Elongation","0.5955791875363586","0.8100385212492125"
"original","shape","Flatness","0.4217692995557989","0.6799189207856641"
"original","shape","LeastAxisLength","11.713030058807332","8.233192762822881"
"original","shape","MajorAxisLength","27.77117744497601","12.10908023166823"
"original","shape","Maximum2DDiameterColumn","25.71538568517952","11.95684296343964"
"original","shape","Maximum2DDiameterRow","29.98202964218567","11.95684296343964"
"original","shape","Maximum2DDiameterSlice","25.031248156604338","14.517637828018854"
"original","shape","Maximum3DDiameter","31.24371363958299","15.280911882764066"
"original","shape","MeshVolume","3127.0877287983985","646.9612649250954"
"original","shape","MinorAxisLength","16.539935299606864","9.808821444548604"
"original","shape","Sphericity","0.6460330574139836","0.775922577224142"
"original","shape","SurfaceArea","1600.7472338432237","466.2132245134193"
"original","shape","SurfaceVolumeRatio","0.5118971300681481","0.7206199965733606"
"original","shape","VoxelVolume","3187.1190813582575","679.8355770411939"
"original","firstorder","10Percentile","4.0","-126.0"
