"Image type","Feature Class","Feature Name","103: RTSTRUCT: TN_mammella_segm_2_segment_t_mammella","103: RTSTRUCT: TN_mammella_segm_2_segment_n_ascella"
"diagnostics","Versions","PyRadiomics","v3.1.0","v3.1.0"
"diagnostics","Versions","Numpy","1.23.4","1.23.4"
"diagnostics","Versions","SimpleITK","2.2.0rc2.dev368","2.2.0rc2.dev368"
"diagnostics","Versions","PyWavelet","1.4.1","1.4.1"
"diagnostics","Versions","Python","3.9.10","3.9.10"
"diagnostics","Configuration","Settings","{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 25.0, 'symmetricalGLCM': True, 'correctMask': True}","{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 25.0, 'symmetricalGLCM': True, 'correctMask': True}"
"diagnostics","Configuration","EnabledImageTypes","{'Original': {}, 'Wavelet': {}}","{'Original': {}, 'Wavelet': {}}"
"diagnostics","Image-original","Hash","4ebcd42757c555924b3019be1068149cbd6f3f92","4ebcd42757c555924b3019be1068149cbd6f3f92"
"diagnostics","Image-original","Dimensionality","3D","3D"
"diagnostics","Image-original","Spacing","(0.976562, 0.976562, 3.27)","(0.976562, 0.976562, 3.27)"
"diagnostics","Image-original","Size","(512, 512, 263)","(512, 512, 263)"
"diagnostics","Image-original","Mean","-1195.25325142748","-1195.25325142748"
"diagnostics","Image-original","Minimum","-3024.0","-3024.0"
"diagnostics","Image-original","Maximum","3071.0","3071.0"
"diagnostics","Mask-original","Hash","a1f77e185502df12bcdad3f2b4516f45de6c3d24","be14f1f06ebf6608cb8bfabf06964f25d1bd23d2"
"diagnostics","Mask-original","Spacing","(0.976562, 0.976562, 3.27)","(0.976562, 0.976562, 3.27)"
"diagnostics","Mask-original","Size","(512, 512, 263)","(512, 512, 263)"
"diagnostics","Mask-original","BoundingBox","(142, 203, 150, 7, 11, 3)","(120, 220, 183, 49, 55, 22)"
"diagnostics","Mask-original","VoxelNum","129","14470"
"diagnostics","Mask-original","VolumeNum","1","1"
"diagnostics","Mask-original","CenterOfMassIndex","(145.10077519379846, 207.09302325581396, 151.2170542635659)","(142.56185210780927, 244.00767104353835, 191.71133379405666)"
"diagnostics","Mask-original","CenterOfMass","(-108.30009677519382, -47.760823023255796, -367.7602325581397)","(-110.77951258189358, -11.711380750380101, -235.34393849343496)"
"original","shape","Elongation","0.8494225428382648","0.632096560724623"
"original","shape","Flatness","0.6662425321972775","0.3936284640697756"
"original","shape","LeastAxisLength","6.7387936812311064","27.807445363701646"
"original","shape","MajorAxisLength","10.1146254638029","70.64388859534412"
"original","shape","Maximum2DDiameterColumn","11.42665043809357","75.68155092162635"
"original","shape","Maximum2DDiameterRow","11.95684296343964","67.24061551621955"
"original","shape","Maximum2DDiameterSlice","11.134519934856643","58.2836549688189"
"original","shape","Maximum3DDiameter","13.315342049182965","83.2759924108514"
"original","shape","MeshVolume","375.260922495216","44907.73966850734"
"original","shape","MinorAxisLength","8.591590881320123","44.65375901733044"
"original","shape","Sphericity","0.7870512901953524","0.5501690305349136"
"original","shape","SurfaceArea","319.6710571102147","11105.431784230212"
"original","shape","SurfaceVolumeRatio","0.851863431408289","0.24729438324454725"
"original","shape","VoxelVolume","402.28802494639456","45124.86605406457"
"original","firstorder","10Percentile","-139.4","-80.0"
