"Image type","Feature Class","Feature Name","103: RTSTRUCT: TN_mammella_segm_5_segment_t_mammella","103: RTSTRUCT: TN_mammella_segm_5_segment_n_ascella"
"diagnostics","Versions","PyRadiomics","v3.1.0","v3.1.0"
"diagnostics","Versions","Numpy","1.23.4","1.23.4"
"diagnostics","Versions","SimpleITK","2.2.0rc2.dev368","2.2.0rc2.dev368"
"diagnostics","Versions","PyWavelet","1.4.1","1.4.1"
"diagnostics","Versions","Python","3.9.10","3.9.10"
"diagnostics","Configuration","Settings","{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 25.0, 'symmetricalGLCM': True, 'correctMask': True}","{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 25.0, 'symmetricalGLCM': True, 'correctMask': True}"
"diagnostics","Configuration","EnabledImageTypes","{'Original': {}, 'Wavelet': {}}","{'Original': {}, 'Wavelet': {}}"
"diagnostics","Image-original","Hash","e4246695e118830e7622d3e9eadac83120484fe6","e4246695e118830e7622d3e9eadac83120484fe6"
"diagnostics","Image-original","Dimensionality","3D","3D"
"diagnostics","Image-original","Spacing","(0.976562, 0.976562, 3.27)","(0.976562, 0.976562, 3.27)"
"diagnostics","Image-original","Size","(512, 512, 227)","(512, 512, 227)"
"diagnostics","Image-original","Mean","-1223.9720407225486","-1223.9720407225486"
"diagnostics","Image-original","Minimum","-3024.0","-3024.0"
"diagnostics","Image-original","Maximum","3071.0","3071.0"
"diagnostics","Mask-original","Hash","3abac0138823746b3ed1dffbacce97d9ebd9a554","8dd88ffa1299f83010a15ecc33e1bd2a3bd26d38"
"diagnostics","Mask-original","Spacing","(0.976562, 0.976562, 3.27)","(0.976562, 0.976562, 3.27)"
"diagnostics","Mask-original","Size","(512, 512, 227)","(512, 512, 227)"
"diagnostics","Mask-original","BoundingBox","(321, 206, 150, 44, 33, 14)","(338, 271, 162, 10, 10, 6)"
"diagnostics","Mask-original","VoxelNum","4164","315"
"diagnostics","Mask-original","VolumeNum","1","1"
"diagnostics","Mask-original","CenterOfMassIndex","(338.74303554274735, 221.47046109510086, 154.81388088376562)","(343.42857142857144, 274.8063492063492, 163.9777777777778)"
"diagnostics","Mask-original","CenterOfMass","(80.80357627569643, -33.7203635720461, -219.77860951008648)","(85.37929257142858, 18.3654379936508, -189.8126666666667)"
"original","shape","Elongation","0.7777538071899861","0.4799174784283161"
"original","shape","Flatness","0.5766871403114575","0.4471540754912619"
"original","shape","LeastAxisLength","23.106466536903504","8.567023229459979"
"original","shape","MajorAxisLength","40.06759457896729","19.158996191744187"
"original","shape","Maximum2DDiameterColumn","46.349610628046875","20.476245755371856"
"original","shape","Maximum2DDiameterRow","49.038745519328444","21.49864973730592"
"original","shape","Maximum2DDiameterSlice","42.902092558509544","11.388572088667832"
"original","shape","Maximum3DDiameter","49.38755716112956","22.28282254925861"
"original","shape","MeshVolume","12831.636640667364","950.2365395455355"
"original","shape","MinorAxisLength","31.162724228736657","9.194737141559582"
"original","shape","Sphericity","0.5638435847642808","0.738447970482358"
"original","shape","SurfaceArea","4700.891018151387","632.9732753996477"
"original","shape","SurfaceVolumeRatio","0.36635163150216016","0.6661218013173609"
"original","shape","VoxelVolume","12985.483223851063","982.3312237063124"
"original","firstorder","10Percentile","17.0","-9.0"
