"Image type","Feature Class","Feature Name","103: RTSTRUCT: TN_mammella_segm_1_segment_t_mammella","103: RTSTRUCT: TN_mammella_segm_1_segment_n_ascella"
"diagnostics","Versions","PyRadiomics","v3.1.0","v3.1.0"
"diagnostics","Versions","Numpy","1.23.4","1.23.4"
"diagnostics","Versions","SimpleITK","2.2.0rc2.dev368","2.2.0rc2.dev368"
"diagnostics","Versions","PyWavelet","1.4.1","1.4.1"
"diagnostics","Versions","Python","3.9.10","3.9.10"
"diagnostics","Configuration","Settings","{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 25.0, 'symmetricalGLCM': True, 'correctMask': True}","{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 25.0, 'symmetricalGLCM': True, 'correctMask': True}"
"diagnostics","Configuration","EnabledImageTypes","{'Original': {}, 'Wavelet': {}}","{'Original': {}, 'Wavelet': {}}"
"diagnostics","Image-original","Hash","32e058be2e18356dd34959b8ae9636d90cbd6ba6","32e058be2e18356dd34959b8ae9636d90cbd6ba6"
"diagnostics","Image-original","Dimensionality","3D","3D"
"diagnostics","Image-original","Spacing","(0.976562, 0.976562, 3.27)","(0.976562, 0.976562, 3.27)"
"diagnostics","Image-original","Size","(512, 512, 251)","(512, 512, 251)"
"diagnostics","Image-original","Mean","-1220.7637637316943","-1220.7637637316943"
"diagnostics","Image-original","Minimum","-3024.0","-3024.0"
"diagnostics","Image-original","Maximum","3071.0","3071.0"
"diagnostics","Mask-original","Hash","f0dec51d7372eb45fc273551e73497b817227bc9","19e109341ceee7a662a0a22091aac06f5477b8c1"
"diagnostics","Mask-original","Spacing","(0.976562, 0.976562, 3.27)","(0.976562, 0.976562, 3.27)"
"diagnostics","Mask-original","Size","(512, 512, 251)","(512, 512, 251)"
"diagnostics","Mask-original","BoundingBox","(369, 181, 165, 32, 44, 11)","(380, 231, 188, 18, 27, 8)"
"diagnostics","Mask-original","VoxelNum","2711","1298"
"diagnostics","Mask-original","VolumeNum","1","1"
"diagnostics","Mask-original","CenterOfMassIndex","(387.19144227222426, 205.23644411656215, 170.60051641460714)","(388.6718027734977, 242.74114021571648, 191.07395993836673)"
"diagnostics","Mask-original","CenterOfMass","(128.11644924824785, -49.573887660641816, -257.3863113242346)","(129.56211306009246, -12.948226628659455, -190.43815100154075)"
"original","shape","Elongation","0.5814647863156434","0.8075659353558864"
"original","shape","Flatness","0.33223875270958997","0.4714381738078619"
"original","shape","LeastAxisLength","14.089224578891436","12.065914705089902"
"original","shape","MajorAxisLength","42.406927138950685","25.593843213060328"
"original","shape","Maximum2DDiameterColumn","37.2720838427958","23.888953381267164"
"original","shape","Maximum2DDiameterRow","36.61380741813607","27.21983243399092"
"original","shape","Maximum2DDiameterSlice","48.945147151562715","27.793441767324175"
"original","shape","Maximum3DDiameter","50.98181330141705","29.193224154306076"
"original","shape","MeshVolume","8351.504595406883","3984.158727682916"
"original","shape","MinorAxisLength","24.658134827153013","20.668715933706967"
"original","shape","Sphericity","0.6107687988614312","0.7033478048262295"
"original","shape","SurfaceArea","3259.245674005585","1727.9787987424643"
"original","shape","SurfaceVolumeRatio","0.3902585021384156","0.43371233850098445"
"original","shape","VoxelVolume","8454.285547516865","4047.828344034265"
"original","firstorder","10Percentile","3.0","-19.0"
