"Image type","Feature Class","Feature Name","103: RTSTRUCT: TN_mammella_segm_4_segment_t_mammella","103: RTSTRUCT: TN_mammella_segm_4_segment_n_ascella"
"diagnostics","Versions","PyRadiomics","v3.1.0","v3.1.0"
"diagnostics","Versions","Numpy","1.23.4","1.23.4"
"diagnostics","Versions","SimpleITK","2.2.0rc2.dev368","2.2.0rc2.dev368"
"diagnostics","Versions","PyWavelet","1.4.1","1.4.1"
"diagnostics","Versions","Python","3.9.10","3.9.10"
"diagnostics","Configuration","Settings","{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 25.0, 'symmetricalGLCM': True, 'correctMask': True}","{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 25.0, 'symmetricalGLCM': True, 'correctMask': True}"
"diagnostics","Configuration","EnabledImageTypes","{'Original': {}, 'Wavelet': {}}","{'Original': {}, 'Wavelet': {}}"
"diagnostics","Image-original","Hash","17d33a44b814ca2dd8773d69c7880b75a5c9aee3","17d33a44b814ca2dd8773d69c7880b75a5c9aee3"
"diagnostics","Image-original","Dimensionality","3D","3D"
"diagnostics","Image-original","Spacing","(0.976562, 0.976562, 3.27)","(0.976562, 0.976562, 3.27)"
"diagnostics","Image-original","Size","(512, 512, 257)","(512, 512, 257)"
"diagnostics","Image-original","Mean","-1038.2542743905508","-1038.2542743905508"
"diagnostics","Image-original","Minimum","-3024.0","-3024.0"
"diagnostics","Image-original","Maximum","3071.0","3071.0"
"diagnostics","Mask-original","Hash","02d483ef15dd6b1a4c2c5e5040b38638cdd4eb05","e961178c04391a8c2bd1919ebc4e7588750dc648"
"diagnostics","Mask-original","Spacing","(0.976562, 0.976562, 3.27)","(0.976562, 0.976562, 3.27)"
"diagnostics","Mask-original","Size","(512, 512, 257)","(512, 512, 257)"
"diagnostics","Mask-original","BoundingBox","(47, 195, 149, 35, 41, 14)","(86, 226, 171, 44, 41, 13)"
"diagnostics","Mask-original","VoxelNum","9222","8037"
"diagnostics","Mask-original","VolumeNum","1","1"
"diagnostics","Mask-original","CenterOfMassIndex","(63.68401648232488, 214.35664714812404, 155.66081110388203)","(106.58417319895483, 244.92733607067314, 177.97747915889013)"
"diagnostics","Mask-original","CenterOfMass","(-187.80860949598787, -40.66744394773369, -369.359147690306)","(-145.9139466524823, -10.81327083215129, -296.3836431504294)"
"original","shape","Elongation","0.7975943579265734","0.6813378623131338"
"original","shape","Flatness","0.7342264190800132","0.5483683676664136"
"original","shape","LeastAxisLength","30.23629813105744","25.198749831130744"
"original","shape","MajorAxisLength","41.18116339227287","45.95223086693393"
"original","shape","Maximum2DDiameterColumn","49.038745519328444","43.71294709523026"
"original","shape","Maximum2DDiameterRow","47.198199572348145","48.079031778702415"
"original","shape","Maximum2DDiameterSlice","44.16177057117367","43.37738465505051"
"original","shape","Maximum3DDiameter","49.820137521255596","57.04228744136536"
"original","shape","MeshVolume","28650.027978175687","24946.535314408993"
"original","shape","MinorAxisLength","32.84586357452919","31.308994747396362"
"original","shape","Sphericity","0.768972671745819","0.7241933226076146"
"original","shape","SurfaceArea","5888.299869667033","5701.245817536017"
"original","shape","SurfaceVolumeRatio","0.20552510015531145","0.2285385824396627"
"original","shape","VoxelVolume","28758.916015935276","25063.47950770677"
"original","firstorder","10Percentile","-96.0","-83.0"
